coupon_id,item_id,brand,brand_type,category
22,71388,1587,Established,Grocery
22,19517,1587,Established,Grocery
20,41387,1,Established,Natural Products
20,2703,1,Established,Natural Products
20,43210,1,Established,Natural Products
20,35269,1,Established,Natural Products
20,15630,1,Established,Natural Products
20,29496,1,Established,Natural Products
20,38532,1,Established,Natural Products
20,41621,1,Established,Natural Products
20,2149,1,Established,Natural Products
20,30235,1,Established,Natural Products
20,3888,1,Established,Natural Products
20,9278,1,Established,Natural Products
20,38352,1,Established,Natural Products
20,41786,1,Established,Natural Products
20,649,1,Established,Natural Products
20,43304,1,Established,Natural Products
20,44314,1,Established,Natural Products
20,44682,1,Established,Natural Products
20,3839,1,Established,Natural Products
20,10600,1,Established,Natural Products
20,39019,1,Established,Natural Products
20,42794,1,Established,Natural Products
20,2311,1,Established,Natural Products
20,43369,1,Established,Natural Products
20,43474,1,Established,Natural Products
20,19577,1,Established,Natural Products
20,7893,1,Established,Natural Products
20,4910,1,Established,Natural Products
20,19880,1,Established,Natural Products
20,2228,1,Established,Natural Products
20,42983,1,Established,Natural Products
20,32119,1,Established,Natural Products
20,43255,1,Established,Natural Products
20,3515,1,Established,Natural Products
20,19578,1,Established,Natural Products
508,12708,238,Established,Grocery
508,44701,238,Established,Grocery
508,21057,238,Established,Grocery
1007,61615,1475,Established,Natural Products
1007,64518,1475,Established,Natural Products
1007,72997,1475,Established,Natural Products
27,3076,1636,Established,Grocery
27,28411,1636,Established,Grocery
27,51593,1636,Established,Grocery
27,3080,1636,Established,Grocery
27,5835,1636,Established,Grocery
27,56945,1636,Established,Grocery
27,56704,1636,Established,Grocery
27,3093,1636,Established,Grocery
27,36390,1636,Established,Grocery
27,10535,1636,Established,Grocery
27,3077,1636,Established,Grocery
27,40251,1636,Established,Grocery
27,15643,1636,Established,Grocery
27,3100,1636,Established,Grocery
27,3051,1636,Established,Grocery
20,71384,436,Established,Flowers & Plants
20,39953,439,Established,Natural Products
20,13810,473,Established,Natural Products
20,71959,480,Established,Natural Products
20,65462,525,Established,Flowers & Plants
20,56397,525,Established,Flowers & Plants
20,65463,525,Established,Flowers & Plants
22,41964,56,Local,Grocery
22,40399,56,Local,Grocery
22,26561,56,Local,Grocery
22,1240,56,Local,Grocery
22,19135,56,Local,Grocery
22,42082,56,Local,Grocery
22,839,56,Local,Grocery
22,12017,56,Local,Grocery
22,39154,56,Local,Grocery
22,7145,56,Local,Grocery
22,28708,56,Local,Grocery
22,30275,56,Local,Grocery
22,4234,56,Local,Grocery
22,43033,56,Local,Grocery
22,28169,56,Local,Grocery
22,39525,56,Local,Grocery
22,24490,56,Local,Grocery
22,38044,56,Local,Grocery
22,43383,56,Local,Grocery
22,3872,56,Local,Grocery
22,39188,56,Local,Grocery
22,35156,56,Local,Grocery
22,42434,56,Local,Grocery
22,3289,56,Local,Grocery
22,6860,56,Local,Grocery
22,39327,56,Local,Grocery
22,6542,56,Local,Grocery
22,40232,56,Local,Grocery
22,41571,56,Local,Grocery
22,22658,56,Local,Grocery
22,42537,56,Local,Grocery
22,34334,56,Local,Grocery
22,3305,56,Local,Grocery
22,3811,56,Local,Grocery
22,44468,56,Local,Grocery
22,7117,56,Local,Grocery
22,17448,56,Local,Grocery
22,6659,56,Local,Grocery
22,23352,1587,Established,Grocery
22,2110,1587,Established,Grocery
22,44455,1587,Established,Grocery
22,9234,1587,Established,Grocery
22,40084,1587,Established,Grocery
22,28100,1587,Established,Grocery
22,7521,1587,Established,Grocery
22,19618,1587,Established,Grocery
22,13320,1587,Established,Grocery
22,71387,1587,Established,Grocery
22,8418,1587,Established,Grocery
22,40953,1587,Established,Grocery
22,9888,1587,Established,Grocery
22,10500,1587,Established,Grocery
22,36299,1587,Established,Grocery
22,65866,1587,Established,Grocery
22,58913,1587,Established,Grocery
22,22043,1588,Established,Grocery
22,40783,1588,Established,Grocery
22,48735,1588,Established,Grocery
22,19663,1588,Established,Grocery
22,35655,1588,Established,Grocery
22,32693,1596,Established,Packaged Meat
22,5536,1596,Established,Packaged Meat
22,12858,1596,Established,Packaged Meat
22,33129,1596,Established,Packaged Meat
22,54213,1596,Established,Packaged Meat
22,15619,1596,Established,Packaged Meat
22,73467,1596,Established,Grocery
22,73455,1596,Established,Grocery
22,73456,1596,Established,Grocery
22,2659,1606,Established,Packaged Meat
22,7552,1628,Established,Grocery
22,54316,1628,Established,Grocery
20,37626,1,Established,Natural Products
20,42626,1,Established,Natural Products
20,2272,1,Established,Natural Products
20,3487,1,Established,Natural Products
20,30881,1,Established,Natural Products
20,2246,1,Established,Natural Products
20,9604,1,Established,Natural Products
20,37869,1,Established,Natural Products
20,2230,1,Established,Natural Products
20,24456,1,Established,Natural Products
20,11977,1,Established,Natural Products
20,39137,1,Established,Natural Products
20,34421,1,Established,Natural Products
20,16269,1,Established,Natural Products
20,37569,1,Established,Natural Products
20,2267,1,Established,Natural Products
20,24749,1,Established,Natural Products
20,12633,1,Established,Natural Products
20,25542,1,Established,Natural Products
20,42671,1,Established,Natural Products
20,43267,1,Established,Natural Products
20,4065,1,Established,Natural Products
20,15914,1,Established,Natural Products
20,2050,1,Established,Natural Products
20,43307,1,Established,Natural Products
20,43690,1,Established,Natural Products
20,3193,1,Established,Natural Products
20,29413,1,Established,Natural Products
20,2231,1,Established,Natural Products
20,33051,1,Established,Natural Products
20,13665,1,Established,Natural Products
20,2684,1,Established,Natural Products
20,43025,1,Established,Natural Products
20,65464,525,Established,Flowers & Plants
20,65465,525,Established,Flowers & Plants
20,65655,525,Established,Flowers & Plants
20,61520,525,Established,Flowers & Plants
20,61599,525,Established,Flowers & Plants
20,55512,525,Established,Flowers & Plants
20,66960,525,Established,Flowers & Plants
20,71733,529,Established,Natural Products
20,34089,529,Established,Grocery
20,58263,529,Established,Grocery
20,71744,529,Established,Natural Products
20,71745,529,Established,Natural Products
20,45110,529,Established,Natural Products
20,45278,529,Established,Natural Products
20,60523,529,Established,Natural Products
20,60524,529,Established,Natural Products
20,68762,537,Established,Flowers & Plants
20,68412,537,Established,Flowers & Plants
20,59916,537,Established,Flowers & Plants
20,59777,537,Established,Flowers & Plants
20,25877,537,Established,Flowers & Plants
20,28083,537,Established,Flowers & Plants
20,37234,537,Established,Flowers & Plants
20,71272,537,Established,Flowers & Plants
20,65343,537,Established,Flowers & Plants
20,65369,537,Established,Flowers & Plants
20,71371,537,Established,Flowers & Plants
20,60045,537,Established,Flowers & Plants
20,60019,537,Established,Flowers & Plants
20,57390,537,Established,Flowers & Plants
20,68150,537,Established,Flowers & Plants
20,71223,537,Established,Flowers & Plants
20,40921,548,Established,"Dairy, Juices & Snacks"
20,1145,548,Established,"Dairy, Juices & Snacks"
20,32721,548,Established,"Dairy, Juices & Snacks"
20,38300,548,Established,"Dairy, Juices & Snacks"
20,1277,548,Established,"Dairy, Juices & Snacks"
20,13158,548,Established,"Dairy, Juices & Snacks"
22,12675,56,Local,Grocery
22,41674,56,Local,Grocery
22,3812,56,Local,Grocery
22,39990,56,Local,Grocery
22,795,56,Local,Grocery
22,13681,56,Local,Grocery
22,32073,56,Local,Grocery
22,44495,56,Local,Grocery
22,3317,56,Local,Grocery
22,34274,56,Local,Grocery
22,982,56,Local,Grocery
22,8744,56,Local,Grocery
22,1320,56,Local,Grocery
22,18108,56,Local,Grocery
22,23316,56,Local,Grocery
22,22625,56,Local,Grocery
22,10490,56,Local,Grocery
22,42155,56,Local,Grocery
22,29456,56,Local,Grocery
22,12845,56,Local,Grocery
22,4159,56,Local,Grocery
22,957,56,Local,Grocery
22,23222,56,Local,Grocery
22,41269,56,Local,Grocery
22,17714,56,Local,Grocery
22,1786,56,Local,Grocery
22,3661,56,Local,Grocery
22,22956,56,Local,Grocery
22,36919,56,Local,Grocery
22,1836,56,Local,Grocery
22,4605,56,Local,Grocery
22,44685,56,Local,Grocery
22,50,56,Local,Grocery
22,28955,56,Local,Grocery
22,1855,56,Local,Grocery
22,12936,56,Local,Grocery
22,7973,56,Local,Grocery
22,5827,1628,Established,Grocery
22,69302,1636,Established,Grocery
22,69175,1636,Established,Grocery
22,69303,1636,Established,Grocery
22,69176,1636,Established,Grocery
22,72713,1636,Established,Grocery
22,72628,1636,Established,Grocery
22,15647,1636,Established,Grocery
22,33740,1636,Established,Grocery
22,28287,1636,Established,Grocery
22,2978,1636,Established,Grocery
22,13633,1636,Established,Grocery
22,34501,1636,Established,Grocery
22,69110,1636,Established,Grocery
22,63056,1636,Established,Grocery
22,64858,1636,Established,Grocery
22,63252,1636,Established,Grocery
22,63203,1636,Established,Grocery
22,64521,1636,Established,Grocery
22,34832,1636,Established,Grocery
22,12521,1636,Established,Grocery
22,1713,1636,Established,Grocery
22,1404,1636,Established,Grocery
22,25083,1636,Established,Grocery
22,38374,1636,Established,Grocery
22,19728,1636,Established,Grocery
22,1449,1636,Established,Grocery
22,1628,1636,Established,Grocery
22,36961,1636,Established,Grocery
22,1532,1636,Established,Grocery
22,25170,1636,Established,Grocery
22,45580,1636,Established,Grocery
22,9778,1636,Established,Grocery
22,39865,1636,Established,Grocery
22,5687,1636,Established,Grocery
20,44011,1,Established,Natural Products
20,44499,1,Established,Natural Products
20,3369,1,Established,Natural Products
20,25604,1,Established,Natural Products
20,39319,1,Established,Natural Products
20,41761,1,Established,Natural Products
20,632,1,Established,Natural Products
20,43995,1,Established,Natural Products
20,44330,1,Established,Natural Products
20,3508,1,Established,Natural Products
20,19255,1,Established,Natural Products
20,41146,1,Established,Natural Products
20,2969,1,Established,Natural Products
20,24731,1,Established,Natural Products
20,7279,1,Established,Natural Products
20,39208,1,Established,Natural Products
20,42742,1,Established,Natural Products
20,2126,1,Established,Natural Products
20,43031,1,Established,Natural Products
20,44475,1,Established,Natural Products
20,19691,1,Established,Natural Products
20,25021,1,Established,Natural Products
20,3620,1,Established,Natural Products
20,9348,1,Established,Natural Products
20,4095,1,Established,Natural Products
20,13074,1,Established,Natural Products
20,39713,1,Established,Natural Products
20,41041,1,Established,Natural Products
20,2187,1,Established,Natural Products
20,43276,1,Established,Natural Products
20,43778,1,Established,Natural Products
20,44218,1,Established,Natural Products
20,3817,1,Established,Natural Products
20,28850,1,Established,Natural Products
20,37674,1,Established,Natural Products
20,41997,1,Established,Natural Products
20,2119,1,Established,Natural Products
22,858,56,Local,Grocery
22,20427,56,Local,Grocery
22,28987,56,Local,Grocery
22,41226,56,Local,Grocery
22,1553,56,Local,Grocery
22,44699,56,Local,Grocery
22,1420,56,Local,Grocery
22,42165,56,Local,Grocery
22,35705,56,Local,Grocery
22,7319,56,Local,Grocery
22,18323,56,Local,Grocery
22,37678,56,Local,Grocery
22,43871,56,Local,Grocery
22,26735,56,Local,Grocery
22,3774,56,Local,Grocery
22,39406,56,Local,Grocery
22,41918,56,Local,Grocery
22,38982,56,Local,Grocery
22,40230,56,Local,Grocery
22,36577,56,Local,Grocery
22,40882,56,Local,Grocery
22,9189,56,Local,Grocery
22,46647,56,Local,Grocery
22,69289,56,Local,Grocery
22,69055,56,Local,Grocery
22,19685,56,Local,Grocery
22,39090,56,Local,Grocery
22,7110,56,Local,Grocery
22,2775,56,Local,Grocery
22,4204,56,Local,Grocery
22,28571,56,Local,Grocery
22,2728,56,Local,Grocery
22,12069,56,Local,Grocery
22,26425,56,Local,Grocery
22,39348,56,Local,Grocery
22,24302,56,Local,Grocery
22,3594,56,Local,Grocery
22,27333,56,Local,Grocery
22,35841,56,Local,Seafood
22,51641,1636,Established,Grocery
22,51794,1636,Established,Grocery
22,51802,1636,Established,Grocery
22,51591,1636,Established,Grocery
22,40861,1636,Established,Grocery
22,32127,1636,Established,Grocery
22,3076,1636,Established,Grocery
22,28411,1636,Established,Grocery
22,51593,1636,Established,Grocery
22,3080,1636,Established,Grocery
22,5835,1636,Established,Grocery
22,56945,1636,Established,Grocery
22,56704,1636,Established,Grocery
22,3093,1636,Established,Grocery
22,36390,1636,Established,Grocery
22,10535,1636,Established,Grocery
22,3077,1636,Established,Grocery
22,40251,1636,Established,Grocery
22,15643,1636,Established,Grocery
22,3100,1636,Established,Grocery
22,3051,1636,Established,Grocery
22,24775,1636,Established,Grocery
22,14958,1636,Established,Grocery
22,40431,1636,Established,Grocery
22,20749,1636,Established,Grocery
22,12081,1636,Established,Grocery
22,56860,1636,Established,Grocery
22,58066,1636,Established,Grocery
22,56921,1636,Established,Grocery
22,56955,1636,Established,Grocery
22,58068,1636,Established,Grocery
22,56907,1636,Established,Grocery
22,56963,1636,Established,Grocery
22,63014,1636,Established,Grocery
22,58067,1636,Established,Grocery
22,56757,1636,Established,Grocery
22,52089,1639,Established,Grocery
22,52056,1639,Established,Grocery
22,60346,1639,Established,Grocery
22,60291,1639,Established,Grocery
20,44579,1,Established,Natural Products
20,44690,1,Established,Natural Products
20,3690,1,Established,Natural Products
20,8711,1,Established,Natural Products
20,37824,1,Established,Natural Products
20,41637,1,Established,Natural Products
20,809,1,Established,Natural Products
20,43432,1,Established,Natural Products
20,44283,1,Established,Natural Products
20,44527,1,Established,Natural Products
20,43265,1,Established,Natural Products
20,23644,1,Established,Natural Products
20,42819,1,Established,Natural Products
20,43583,1,Established,Natural Products
20,44551,1,Established,Natural Products
20,3384,1,Established,Natural Products
20,22619,1,Established,Natural Products
20,38886,1,Established,Natural Products
20,41213,1,Established,Natural Products
20,2066,1,Established,Natural Products
20,43187,1,Established,Natural Products
20,43453,1,Established,Natural Products
20,44276,1,Established,Natural Products
20,28408,1,Established,Natural Products
20,39286,1,Established,Natural Products
20,41256,1,Established,Natural Products
20,1938,1,Established,Natural Products
20,43574,1,Established,Natural Products
20,3700,1,Established,Natural Products
20,37185,1,Established,Natural Products
20,42438,1,Established,Natural Products
20,2252,1,Established,Natural Products
20,44561,1,Established,Natural Products
20,3523,1,Established,Natural Products
20,5957,1,Established,Natural Products
20,39338,1,Established,Natural Products
20,42103,1,Established,Natural Products
22,6777,56,Local,Seafood
22,13032,56,Local,Seafood
22,73249,56,Local,Seafood
22,21333,56,Local,Seafood
22,28335,56,Local,Seafood
22,40130,56,Local,Seafood
22,32894,56,Local,Seafood
22,46988,56,Local,Grocery
22,46670,56,Local,Grocery
22,36459,56,Local,Seafood
22,34213,56,Local,Seafood
22,39067,56,Local,Seafood
22,23946,56,Local,Seafood
22,37156,56,Local,Seafood
22,978,56,Local,Seafood
22,17294,56,Local,Seafood
22,743,56,Local,Seafood
22,5797,56,Local,Seafood
22,1630,56,Local,Seafood
22,1353,56,Local,Seafood
22,33869,56,Local,Seafood
22,8039,56,Local,Seafood
22,27122,56,Local,Seafood
22,57052,56,Local,Seafood
22,31371,56,Local,Seafood
22,7697,56,Local,Seafood
22,15112,56,Local,Packaged Meat
22,40177,56,Local,Packaged Meat
22,20123,56,Local,Packaged Meat
22,39305,56,Local,Packaged Meat
22,40510,56,Local,Packaged Meat
22,19539,56,Local,Packaged Meat
22,2899,56,Local,Packaged Meat
22,40976,56,Local,Packaged Meat
22,71582,56,Local,Grocery
22,72751,1639,Established,Grocery
22,72701,1639,Established,Grocery
22,44784,1639,Established,Packaged Meat
22,51851,1639,Established,Grocery
22,51987,1639,Established,Grocery
22,7838,1689,Established,Grocery
22,40486,1689,Established,Grocery
22,2089,1689,Established,Grocery
22,24064,1689,Established,Grocery
22,1984,1689,Established,Grocery
22,35054,1689,Established,Grocery
22,14775,1689,Established,Grocery
22,1973,1689,Established,Grocery
22,44453,1689,Established,Grocery
22,24050,1689,Established,Grocery
22,44297,1689,Established,Grocery
22,19541,1689,Established,Grocery
22,47073,1689,Established,Grocery
22,32834,1689,Established,Grocery
22,10463,1689,Established,Grocery
22,33984,1689,Established,Grocery
22,18185,1689,Established,Grocery
22,71053,1689,Established,Grocery
22,70891,1689,Established,Grocery
22,53649,1689,Established,Grocery
22,34921,1689,Established,Grocery
22,64899,1689,Established,Grocery
22,8258,1689,Established,Grocery
22,65134,1689,Established,Grocery
22,65326,1689,Established,Grocery
22,36477,1696,Established,Grocery
22,42647,1696,Established,Grocery
22,2117,1696,Established,Grocery
22,35118,1696,Established,Grocery
22,26573,1699,Established,Grocery
20,2173,1,Established,Natural Products
20,43109,1,Established,Natural Products
20,3199,1,Established,Natural Products
20,27010,1,Established,Natural Products
20,38861,1,Established,Natural Products
20,41754,1,Established,Natural Products
20,751,1,Established,Natural Products
20,42955,1,Established,Natural Products
20,43460,1,Established,Natural Products
20,44232,1,Established,Natural Products
20,19286,1,Established,Natural Products
20,39477,1,Established,Natural Products
20,42789,1,Established,Natural Products
20,2721,1,Established,Natural Products
20,43569,1,Established,Natural Products
20,43325,1,Established,Natural Products
20,3287,1,Established,Natural Products
20,23460,1,Established,Natural Products
20,38978,1,Established,Natural Products
20,770,1,Established,Natural Products
20,43046,1,Established,Natural Products
20,44399,1,Established,Natural Products
20,8913,1,Established,Natural Products
20,41672,1,Established,Natural Products
20,43167,1,Established,Natural Products
20,43945,1,Established,Natural Products
20,7025,1,Established,Natural Products
20,674,1,Established,Natural Products
20,39573,1,Established,Natural Products
20,41357,1,Established,Natural Products
20,44554,1,Established,Natural Products
20,5005,1,Established,Natural Products
20,38384,1,Established,Natural Products
20,43477,1,Established,Natural Products
20,44284,1,Established,Natural Products
22,71611,56,Local,Grocery
22,71701,56,Local,Grocery
22,71667,56,Local,Grocery
22,71628,56,Local,Grocery
22,71675,56,Local,Grocery
22,71651,56,Local,Grocery
22,60022,56,Local,Packaged Meat
22,46246,56,Local,Packaged Meat
22,46791,56,Local,Packaged Meat
22,46693,56,Local,Packaged Meat
22,46688,56,Local,Packaged Meat
22,46710,56,Local,Packaged Meat
22,10111,56,Local,Packaged Meat
22,42608,56,Local,Packaged Meat
22,35168,56,Local,Packaged Meat
22,3382,56,Local,Packaged Meat
22,41396,56,Local,Packaged Meat
22,31890,56,Local,Packaged Meat
22,16768,56,Local,Packaged Meat
22,46382,56,Local,Packaged Meat
22,46341,56,Local,Packaged Meat
22,55293,56,Local,Grocery
22,57471,56,Local,Grocery
22,3771,56,Local,Packaged Meat
22,35811,56,Local,Packaged Meat
22,42835,56,Local,Packaged Meat
22,42008,56,Local,Packaged Meat
22,4973,56,Local,Packaged Meat
22,27415,56,Local,Packaged Meat
22,9792,56,Local,Packaged Meat
22,4873,56,Local,Packaged Meat
22,1396,56,Local,Packaged Meat
22,38854,56,Local,Packaged Meat
22,19038,56,Local,Packaged Meat
22,17070,56,Local,Packaged Meat
22,2053,56,Local,Packaged Meat
22,19067,56,Local,Packaged Meat
22,6710,56,Local,Packaged Meat
22,23043,1699,Established,Grocery
22,43085,1699,Established,Grocery
22,37836,1699,Established,Grocery
22,28694,1699,Established,Grocery
22,25160,1699,Established,Grocery
22,48861,1699,Established,Grocery
22,35207,1704,Established,Grocery
22,42042,1704,Established,Grocery
22,33481,1704,Established,Grocery
22,12997,1704,Established,Grocery
22,8976,1704,Established,Grocery
22,6381,1704,Established,Grocery
22,42173,1711,Established,Packaged Meat
22,15203,1711,Established,Packaged Meat
22,9071,1719,Established,Packaged Meat
22,62269,1719,Established,Packaged Meat
22,41665,1719,Established,Packaged Meat
22,19833,1719,Established,Packaged Meat
22,29938,1783,Established,Grocery
22,24662,1783,Established,Grocery
22,62552,1800,Established,Grocery
22,1676,1803,Established,Grocery
22,33187,1803,Established,Grocery
22,1756,1803,Established,Grocery
22,33182,1803,Established,Grocery
22,1847,1803,Established,Grocery
22,14977,1803,Established,Grocery
22,1808,1803,Established,Grocery
22,42796,1803,Established,Grocery
22,27947,1803,Established,Grocery
22,42593,1803,Established,Grocery
22,5799,1803,Established,Grocery
22,34533,1803,Established,Grocery
22,34183,1803,Established,Grocery
22,15793,1803,Established,Grocery
22,1904,1803,Established,Grocery
20,13975,1,Established,Natural Products
20,23816,1,Established,Natural Products
20,38621,1,Established,Grocery
20,42494,1,Established,Natural Products
20,780,1,Established,Natural Products
20,43259,1,Established,Natural Products
20,44254,1,Established,Natural Products
20,44627,1,Established,Natural Products
20,29528,1,Established,Natural Products
20,41846,1,Established,Natural Products
20,3894,1,Established,Natural Products
20,18142,1,Established,Natural Products
20,39429,1,Established,Natural Products
20,2439,1,Established,Natural Products
20,42911,1,Established,Natural Products
20,44219,1,Established,Natural Products
20,3669,1,Established,Natural Products
20,16109,1,Established,Natural Products
20,2269,1,Established,Natural Products
20,3136,1,Established,Natural Products
20,9756,1,Established,Natural Products
20,41371,1,Established,Natural Products
20,43218,1,Established,Natural Products
20,44590,1,Established,Natural Products
20,41374,1,Established,Natural Products
20,2216,1,Established,Natural Products
20,43013,1,Established,Natural Products
20,44010,1,Established,Natural Products
20,28451,1,Established,Natural Products
20,9793,1,Established,Natural Products
20,3715,1,Established,Natural Products
20,25768,1,Established,Natural Products
20,41192,1,Established,Grocery
22,37212,67,Established,Seafood
22,24453,67,Established,Seafood
22,5977,67,Established,Seafood
22,56675,67,Established,Seafood
22,43462,67,Established,Seafood
22,56404,67,Established,Packaged Meat
22,56554,67,Established,Packaged Meat
22,56406,67,Established,Seafood
22,56407,67,Established,Packaged Meat
22,65741,67,Established,Seafood
22,65765,67,Established,Seafood
22,31642,67,Established,Seafood
22,8792,67,Established,Seafood
22,37338,78,Established,Grocery
22,10378,78,Established,Grocery
22,10334,78,Established,Grocery
22,15336,78,Established,Packaged Meat
22,53441,78,Established,Packaged Meat
22,53261,78,Established,Packaged Meat
22,53248,78,Established,Packaged Meat
22,53254,78,Established,Packaged Meat
22,28714,78,Established,Packaged Meat
22,73454,78,Established,Grocery
22,73869,78,Established,Grocery
22,10455,119,Established,Grocery
22,25868,119,Established,Grocery
22,34451,119,Established,Grocery
22,10567,119,Established,Grocery
22,30304,119,Established,Grocery
22,22342,119,Established,Grocery
22,36099,119,Established,Grocery
22,1058,119,Established,Grocery
22,16956,119,Established,Grocery
22,4271,1854,Established,Grocery
22,3102,1854,Established,Grocery
22,59892,1855,Established,Packaged Meat
22,56953,1855,Established,Packaged Meat
22,44603,1862,Established,Grocery
22,39790,1862,Established,Grocery
22,22034,1862,Established,Grocery
22,40287,1862,Established,Grocery
22,15111,1862,Established,Grocery
22,9522,1862,Established,Grocery
22,25449,1862,Established,Grocery
22,40766,1862,Established,Grocery
22,30663,1862,Established,Grocery
22,7921,1862,Established,Grocery
22,27368,1898,Established,Packaged Meat
22,24415,1898,Established,Packaged Meat
22,51974,1898,Established,Grocery
22,73786,1898,Established,Grocery
22,73787,1898,Established,Grocery
22,73788,1898,Established,Grocery
22,73790,1898,Established,Grocery
22,18727,1898,Established,Grocery
22,73911,1898,Established,Grocery
22,23257,1898,Established,Grocery
22,40289,1898,Established,Grocery
22,22151,1898,Established,Grocery
22,34444,1898,Established,Grocery
22,14506,1898,Established,Grocery
22,7481,1898,Established,Packaged Meat
22,45849,1898,Established,Packaged Meat
22,66127,1898,Established,Grocery
22,18482,1898,Established,Grocery
22,38876,1898,Established,Grocery
22,17948,1898,Established,Grocery
22,42372,1898,Established,Grocery
22,21294,1898,Established,Packaged Meat
22,32911,1898,Established,Packaged Meat
22,27195,1898,Established,Grocery
22,27857,1898,Established,Packaged Meat
22,51165,1899,Established,Packaged Meat
20,2400,1,Established,Natural Products
20,43718,1,Established,Natural Products
20,44289,1,Established,Natural Products
20,3742,1,Established,Natural Products
20,27904,1,Established,Natural Products
20,1335,1,Established,Natural Products
20,44523,1,Established,Natural Products
20,8182,1,Established,Natural Products
20,12218,1,Established,Natural Products
20,3890,1,Established,Natural Products
20,22681,1,Established,Natural Products
20,42597,1,Established,Natural Products
20,2238,1,Established,Natural Products
20,44101,1,Established,Natural Products
20,11819,1,Established,Natural Products
20,43006,1,Established,Natural Products
20,44236,1,Established,Natural Products
20,14651,1,Established,Natural Products
20,37662,1,Established,Natural Products
20,41501,1,Established,Natural Products
20,2232,1,Established,Natural Products
20,30351,1,Established,Travel
20,39282,1,Established,Natural Products
20,2218,1,Established,Natural Products
20,15138,1,Established,Natural Products
20,23031,1,Established,Natural Products
20,15822,1,Established,Natural Products
20,33423,1,Established,Natural Products
20,27409,1,Established,Natural Products
20,3122,1,Established,Travel
20,28838,1,Established,Natural Products
20,38741,1,Established,Natural Products
20,2244,1,Established,Natural Products
20,44224,1,Established,Travel
20,5361,1,Established,Natural Products
20,3679,1,Established,Natural Products
20,20660,1,Established,Natural Products
20,3029,1,Established,Natural Products
20,34517,1,Established,Natural Products
20,12841,1,Established,Natural Products
20,37575,1,Established,Travel
20,41650,1,Established,Natural Products
20,2488,1,Established,Natural Products
20,43205,1,Established,Natural Products
20,44503,1,Established,Natural Products
20,34036,1,Established,Natural Products
20,42926,1,Established,Natural Products
20,5422,1,Established,Natural Products
20,42385,1,Established,Natural Products
20,6699,1,Established,Natural Products
20,3489,1,Established,Natural Products
20,26496,1,Established,Natural Products
20,42005,1,Established,Natural Products
20,2259,1,Established,Natural Products
20,43245,1,Established,Natural Products
20,43523,1,Established,Natural Products
20,15959,1,Established,Natural Products
20,43624,1,Established,Natural Products
20,21004,1,Established,Natural Products
20,38379,1,Established,Natural Products
20,4510,1,Established,Natural Products
20,60422,1,Established,Natural Products
20,3587,1,Established,Natural Products
20,21020,1,Established,Natural Products
20,39050,1,Established,Natural Products
20,41856,1,Established,Natural Products
20,2248,1,Established,Natural Products
20,43825,1,Established,Natural Products
20,61186,548,Established,"Dairy, Juices & Snacks"
20,67265,548,Established,"Dairy, Juices & Snacks"
20,11259,548,Established,"Dairy, Juices & Snacks"
20,67398,548,Established,Grocery
20,6140,548,Established,"Dairy, Juices & Snacks"
20,72494,548,Established,"Dairy, Juices & Snacks"
20,40142,548,Established,Travel
20,13836,548,Established,Natural Products
20,72421,561,Established,Flowers & Plants
20,20305,578,Established,Flowers & Plants
20,6724,578,Established,Flowers & Plants
20,58443,578,Established,Flowers & Plants
20,34303,582,Established,Natural Products
20,36741,582,Established,Natural Products
20,42146,582,Established,Natural Products
20,60046,582,Established,Natural Products
20,25808,582,Established,Natural Products
20,19037,582,Established,Natural Products
20,4593,582,Established,Natural Products
20,10531,582,Established,Natural Products
20,32383,582,Established,Natural Products
20,41509,582,Established,Natural Products
20,68404,582,Established,Natural Products
20,19778,582,Established,Natural Products
20,14187,582,Established,Natural Products
20,2255,582,Established,Natural Products
20,38299,582,Established,Natural Products
20,67116,582,Established,Natural Products
20,67134,582,Established,Natural Products
20,45191,582,Established,"Dairy, Juices & Snacks"
20,45292,582,Established,"Dairy, Juices & Snacks"
20,45128,582,Established,"Dairy, Juices & Snacks"
20,59752,582,Established,Natural Products
20,59986,582,Established,Natural Products
20,67272,582,Established,Natural Products
20,67273,582,Established,Natural Products
22,31101,119,Established,Grocery
22,9494,119,Established,Grocery
22,1415,119,Established,Grocery
22,1530,119,Established,Grocery
22,10792,119,Established,Grocery
22,15374,119,Established,Grocery
22,3863,119,Established,Grocery
22,26705,119,Established,Grocery
22,30389,119,Established,Grocery
22,30902,119,Established,Grocery
22,24245,119,Established,Grocery
22,41931,119,Established,Grocery
22,9537,119,Established,Grocery
22,30840,119,Established,Grocery
22,42336,119,Established,Grocery
22,37487,119,Established,Grocery
22,46963,119,Established,Grocery
22,45061,119,Established,Grocery
22,27824,119,Established,Grocery
22,44496,119,Established,Grocery
22,42948,119,Established,Grocery
22,10029,119,Established,Grocery
22,22772,119,Established,Grocery
22,1075,119,Established,Grocery
22,43865,119,Established,Grocery
22,5126,119,Established,Grocery
22,25568,119,Established,Grocery
22,3163,119,Established,Grocery
22,38897,119,Established,Grocery
22,51981,119,Established,Grocery
22,44939,119,Established,Grocery
22,46794,119,Established,Grocery
22,46915,119,Established,Grocery
22,46853,119,Established,Grocery
22,44980,119,Established,Grocery
22,47011,119,Established,Grocery
22,53111,119,Established,Grocery
22,60329,119,Established,Grocery
22,60243,119,Established,Grocery
22,51171,1899,Established,Packaged Meat
22,49166,1899,Established,Packaged Meat
